Frame not received: Unknown Frame: size=16088, net_delay=None, decode_delay=None, encode_delay=14, total_delay=None, md5=dd2077a685f20124e781b2e1dc74c755
Unknown Frame: size=4386, net_delay=191, decode_delay=1, encode_delay=9, total_delay=201, md5=9121a05772cdda0748c0c0c663c60c68
Unknown Frame: size=5463, net_delay=194, decode_delay=1, encode_delay=7, total_delay=202, md5=ae47ab7f47af05557c616cc2838b901f
Unknown Frame: size=2446, net_delay=193, decode_delay=1, encode_delay=7, total_delay=201, md5=4dd8f073a86b1cd9c9616000a0656a6d
Unknown Frame: size=9360, net_delay=191, decode_delay=2, encode_delay=9, total_delay=202, md5=a0806372021736ed2c703d93aa133c76
Unknown Frame: size=58135, net_delay=188, decode_delay=5, encode_delay=12, total_delay=205, md5=08bd100856262f6cc52388da3e3bba6b
Unknown Frame: size=74292, net_delay=199, decode_delay=6, encode_delay=13, total_delay=218, md5=d8ff544c7b235cb749de9c427470bfe6
Unknown Frame: size=5236, net_delay=196, decode_delay=1, encode_delay=7, total_delay=204, md5=4b2d54b6c31166b3bd3c18fc7a35009b
Unknown Frame: size=6310, net_delay=196, decode_delay=1, encode_delay=7, total_delay=204, md5=87085869b0cfb1f40c3a513321a537de
Unknown Frame: size=5346, net_delay=196, decode_delay=1, encode_delay=7, total_delay=204, md5=4cf527902f30789105b39ab54e4da510
Unknown Frame: size=1711, net_delay=197, decode_delay=1, encode_delay=6, total_delay=204, md5=b4d5f0d636c9bd5174a17cf03e21994f
Unknown Frame: size=5058, net_delay=195, decode_delay=2, encode_delay=7, total_delay=204, md5=191f201434c56c4a6aaf21d81e88ce1d
Unknown Frame: size=6021, net_delay=195, decode_delay=2, encode_delay=7, total_delay=204, md5=dc75c9b5ef1346c71473a161f8451e8e
Unknown Frame: size=11547, net_delay=194, decode_delay=2, encode_delay=9, total_delay=205, md5=c458511405e487460d956049bd9ae271
Unknown Frame: size=5484, net_delay=195, decode_delay=2, encode_delay=7, total_delay=204, md5=c261748988cf256ac24ad3c77e6e057d
Unknown Frame: size=5021, net_delay=196, decode_delay=2, encode_delay=6, total_delay=204, md5=78eca26dcbf515bfc5e6f55f3edabf89
Unknown Frame: size=5555, net_delay=195, decode_delay=2, encode_delay=7, total_delay=204, md5=a173a05b3853fdf859befa4fcc8710dc
Unknown Frame: size=5804, net_delay=195, decode_delay=1, encode_delay=7, total_delay=203, md5=8dc8816cbb42488dcefc1fc6af40190a
Unknown Frame: size=5462, net_delay=197, decode_delay=1, encode_delay=6, total_delay=204, md5=962a21b1638d496938be50af1b6ad90c
Unknown Frame: size=6099, net_delay=196, decode_delay=1, encode_delay=7, total_delay=204, md5=bf3f8907e780253e8effd31b962927b0
Unknown Frame: size=5277, net_delay=196, decode_delay=2, encode_delay=7, total_delay=205, md5=cf03447c7589e8d2a0f94b5d0854af43
Unknown Frame: size=16459, net_delay=183, decode_delay=2, encode_delay=19, total_delay=204, md5=9c2e5c170c83d8235460096225808a7a
Unknown Frame: size=99032, net_delay=188, decode_delay=10, encode_delay=15, total_delay=213, md5=a79ecaf19bd3a7389e68fbf203032dbb
Unknown Frame: size=6066, net_delay=189, decode_delay=2, encode_delay=7, total_delay=198, md5=62564d6d50284ab7b0541238871547a7
Unknown Frame: size=2067, net_delay=190, decode_delay=2, encode_delay=6, total_delay=198, md5=d60541732131d771ba189a412815b179
Unknown Frame: size=4467, net_delay=190, decode_delay=2, encode_delay=7, total_delay=199, md5=9f7eb385e95d89ea22b173d68a69360f
Unknown Frame: size=2020, net_delay=192, decode_delay=1, encode_delay=6, total_delay=199, md5=d7231ad64506e042fdf6a72cad5ad4ed
Unknown Frame: size=4886, net_delay=191, decode_delay=1, encode_delay=6, total_delay=198, md5=45013dc4a8b3dcd957f7c12009b09456
Unknown Frame: size=10486, net_delay=189, decode_delay=2, encode_delay=7, total_delay=198, md5=0d4dca022473ed6af8e412026e3699e5
Unknown Frame: size=14626, net_delay=189, decode_delay=3, encode_delay=8, total_delay=200, md5=50d819f952096847a3c9bb5dbe71c749
Unknown Frame: size=11793, net_delay=185, decode_delay=2, encode_delay=11, total_delay=198, md5=085657a6289c8b9dbfdae59c16b7a20d
Unknown Frame: size=12811, net_delay=188, decode_delay=2, encode_delay=8, total_delay=198, md5=a7d4f14fa778a61122419b38dd9f0125
Unknown Frame: size=13766, net_delay=188, decode_delay=2, encode_delay=8, total_delay=198, md5=2641cdb322b6aac3a26025db1a8715c2
Unknown Frame: size=11014, net_delay=187, decode_delay=2, encode_delay=8, total_delay=197, md5=9a2779d48ec40f09fe918bceb54ba5f7
Unknown Frame: size=8344, net_delay=189, decode_delay=2, encode_delay=7, total_delay=198, md5=14ba0cc1603dd55dd4bf0a47c9013a3e
Unknown Frame: size=14017, net_delay=186, decode_delay=2, encode_delay=10, total_delay=198, md5=758ff8bb0327495d9bbd92993ba82d14
Unknown Frame: size=11691, net_delay=187, decode_delay=2, encode_delay=7, total_delay=196, md5=7f29ca58fc49a2ebb79add1c91a5404e
Unknown Frame: size=12147, net_delay=186, decode_delay=2, encode_delay=8, total_delay=196, md5=37c0c92e9f0f1922acfa4dc3ffd2e4e6
Unknown Frame: size=11166, net_delay=185, decode_delay=2, encode_delay=8, total_delay=195, md5=48345e9ecebf67ecd07a41f71ebfec53
Unknown Frame: size=9163, net_delay=187, decode_delay=1, encode_delay=7, total_delay=195, md5=f7cd6cf2d60eda2262a9110e567cb8ae
Unknown Frame: size=11306, net_delay=187, decode_delay=2, encode_delay=7, total_delay=196, md5=fa973a5c1a0040ca5e165592c20b3c97
Unknown Frame: size=11055, net_delay=187, decode_delay=1, encode_delay=8, total_delay=196, md5=d37e60e5ad468110139f9e2a58e6b58e
Unknown Frame: size=10500, net_delay=187, decode_delay=1, encode_delay=8, total_delay=196, md5=9dcaadf7e4859f0ba64488e9b9f595e7
Unknown Frame: size=12768, net_delay=184, decode_delay=2, encode_delay=8, total_delay=194, md5=575e10d87747cdf825a2f7980c2d102b
Unknown Frame: size=11435, net_delay=186, decode_delay=2, encode_delay=7, total_delay=195, md5=b2a6cf3d011811db9eb3a24bae4d43c3
Unknown Frame: size=13872, net_delay=184, decode_delay=3, encode_delay=8, total_delay=195, md5=e548517848202b5271b954a8f9421db3
Unknown Frame: size=10232, net_delay=186, decode_delay=2, encode_delay=7, total_delay=195, md5=93cc8d0e1e3867c48b5a3dcab6004796
Unknown Frame: size=9454, net_delay=186, decode_delay=2, encode_delay=7, total_delay=195, md5=66550e0f72b2ef91283afd2652b6b1cf
Unknown Frame: size=9723, net_delay=184, decode_delay=2, encode_delay=8, total_delay=194, md5=ba031a7ddecb71ac2eb84b2ebb7c538b
Unknown Frame: size=13664, net_delay=181, decode_delay=2, encode_delay=9, total_delay=192, md5=300ea10e4e26e89b600e512dff8ac5d7
Unknown Frame: size=11337, net_delay=177, decode_delay=2, encode_delay=13, total_delay=192, md5=bafdf4891758bb51aeaeea915cdd9913
Unknown Frame: size=12364, net_delay=181, decode_delay=2, encode_delay=9, total_delay=192, md5=148a662cd8f0513aaea4e9f8c050063a
Unknown Frame: size=11884, net_delay=181, decode_delay=2, encode_delay=9, total_delay=192, md5=ea26d4961f73429f0c1641782cd5741f
Unknown Frame: size=11857, net_delay=182, decode_delay=2, encode_delay=8, total_delay=192, md5=b3e1f61236b9ec9d1edd6adf4f796380
Unknown Frame: size=10529, net_delay=181, decode_delay=2, encode_delay=8, total_delay=191, md5=faf8944f89364adc1223351e5d3883a2
Unknown Frame: size=12081, net_delay=182, decode_delay=2, encode_delay=7, total_delay=191, md5=bc82614c3274ebad88e3828fe75e9557
Unknown Frame: size=11756, net_delay=181, decode_delay=2, encode_delay=8, total_delay=191, md5=44745de9b46b22c0573c35740140c5e1
Unknown Frame: size=10981, net_delay=181, decode_delay=2, encode_delay=8, total_delay=191, md5=259bf72345c43595462c3c004b1907da
Unknown Frame: size=14310, net_delay=181, decode_delay=3, encode_delay=8, total_delay=192, md5=dcf8e2a5eb90a4e010d62672f4e6a52e
Unknown Frame: size=13070, net_delay=181, decode_delay=2, encode_delay=8, total_delay=191, md5=e369485898626004ef79fbb672bee599
Unknown Frame: size=7297, net_delay=180, decode_delay=2, encode_delay=7, total_delay=189, md5=aedde35db6a9dc8a8a93d646fbebab77
Unknown Frame: size=7573, net_delay=181, decode_delay=3, encode_delay=7, total_delay=191, md5=b2888110ea53afa7810e1c59de7d5c83
Unknown Frame: size=9077, net_delay=180, decode_delay=2, encode_delay=8, total_delay=190, md5=6586c987bc9e3c79c7105d058ae02505
Unknown Frame: size=11644, net_delay=180, decode_delay=2, encode_delay=8, total_delay=190, md5=5cfdcab68899244a0530cb9137050af6
Unknown Frame: size=8405, net_delay=168, decode_delay=2, encode_delay=19, total_delay=189, md5=f1fc3b5438e93b5ce03211c086a18583
Unknown Frame: size=44311, net_delay=178, decode_delay=4, encode_delay=10, total_delay=192, md5=f02d85a9537a1652a7806f68be4e196e
Unknown Frame: size=9451, net_delay=182, decode_delay=1, encode_delay=7, total_delay=190, md5=f9a3a90cc9e98788602a500b2db25cc6
Unknown Frame: size=5680, net_delay=183, decode_delay=2, encode_delay=6, total_delay=191, md5=9cbb73a8ceb550aeae67c1cde09645e2
Unknown Frame: size=5625, net_delay=182, decode_delay=2, encode_delay=6, total_delay=190, md5=844043c361da021092b0f7b2510889ba
Unknown Frame: size=2569, net_delay=182, decode_delay=1, encode_delay=7, total_delay=190, md5=1d0abf836987ca60bb181953f9555fe6
Unknown Frame: size=10076, net_delay=182, decode_delay=2, encode_delay=7, total_delay=191, md5=4114062819eb3a45d9954f7e44672c39
Unknown Frame: size=4443, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=e7352842298ed70cc1dc241b07146072
Unknown Frame: size=8989, net_delay=182, decode_delay=2, encode_delay=7, total_delay=191, md5=4433422953db726311d33f307f64497a
Unknown Frame: size=13513, net_delay=181, decode_delay=3, encode_delay=8, total_delay=192, md5=7caec4cdfa2de0ca86276acb9c359b9e
Unknown Frame: size=12877, net_delay=181, decode_delay=3, encode_delay=8, total_delay=192, md5=843cfb5c27c55d37864f3a5b57ccf5ce
Unknown Frame: size=5416, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=f259bb15367173fdc4dab5e60d215e84
Unknown Frame: size=9742, net_delay=177, decode_delay=1, encode_delay=11, total_delay=189, md5=6ce8234ab827aad3b2344c1486972356
Unknown Frame: size=11909, net_delay=181, decode_delay=2, encode_delay=8, total_delay=191, md5=0bf9f77a8e92bda6ba40dae9db2bdc72
Unknown Frame: size=10815, net_delay=180, decode_delay=2, encode_delay=8, total_delay=190, md5=2c19dd71310fc12195eaf6f7bb4ef788
Unknown Frame: size=9331, net_delay=180, decode_delay=1, encode_delay=8, total_delay=189, md5=72a0b7a47f81e04890fe50edd717e0fb
Unknown Frame: size=34480, net_delay=178, decode_delay=3, encode_delay=10, total_delay=191, md5=b6b6d4fe28e9e7482c4ac8dd7a55036d
Unknown Frame: size=7831, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=7c4c19c616fb5769ba98b6f3b59daea4
Unknown Frame: size=6704, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=fb54a1b549510ae8ad69d2a56b1d550d
Unknown Frame: size=8892, net_delay=182, decode_delay=1, encode_delay=7, total_delay=190, md5=657ff634b1fece212d3cda879f463558
Unknown Frame: size=12516, net_delay=179, decode_delay=2, encode_delay=8, total_delay=189, md5=a133c02deddc62424ed8328ae584d757
Unknown Frame: size=11425, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=bcf3a8b4581769cadf3de9d922f68556
Unknown Frame: size=8716, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=f59cdb5ebe041f5f514dedd0587616db
Unknown Frame: size=9198, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=79fd71883c2412b7172c4a4c521ee1f8
Unknown Frame: size=9498, net_delay=178, decode_delay=2, encode_delay=8, total_delay=188, md5=5b760d2462c85e0e4908b81526627462
Unknown Frame: size=11944, net_delay=179, decode_delay=2, encode_delay=7, total_delay=188, md5=0b3dd4ee2c92a697d74eeb92331b847f
Unknown Frame: size=11619, net_delay=178, decode_delay=2, encode_delay=8, total_delay=188, md5=dfc833a0dfc384fc8a5d38df1daadbe8
Unknown Frame: size=10860, net_delay=178, decode_delay=2, encode_delay=8, total_delay=188, md5=6e280f856d6b35ad63c34f3ddd2f8e50
Unknown Frame: size=10016, net_delay=180, decode_delay=2, encode_delay=7, total_delay=189, md5=b3b655dc51f264c5c502b43df44b2874
Unknown Frame: size=9582, net_delay=172, decode_delay=3, encode_delay=13, total_delay=188, md5=1ad2dc266df88635f602aa90f23a6c27
Unknown Frame: size=8983, net_delay=179, decode_delay=2, encode_delay=7, total_delay=188, md5=e3b8958263d8981a36ba766a4296b251
Unknown Frame: size=7650, net_delay=179, decode_delay=2, encode_delay=7, total_delay=188, md5=8f530a943dab05ded4a8c8e351084192
Unknown Frame: size=7727, net_delay=178, decode_delay=2, encode_delay=7, total_delay=187, md5=eb6d32d1616e5376416477c257d294d9
Unknown Frame: size=8008, net_delay=180, decode_delay=2, encode_delay=6, total_delay=188, md5=5a67826d56c567802de841385d77a31e
Unknown Frame: size=8138, net_delay=179, decode_delay=2, encode_delay=6, total_delay=187, md5=d455f6a6e305cecb280a6c1cec53dd64
Unknown Frame: size=10981, net_delay=179, decode_delay=2, encode_delay=7, total_delay=188, md5=ef3caf753f07505076ebdbbd7e16add5
Unknown Frame: size=12543, net_delay=177, decode_delay=2, encode_delay=8, total_delay=187, md5=8591a222b4f90cda497ee8edf29d8266
Unknown Frame: size=13561, net_delay=176, decode_delay=2, encode_delay=8, total_delay=186, md5=03615703552b3679dd8f74b1f806aab6
Unknown Frame: size=10320, net_delay=178, decode_delay=2, encode_delay=7, total_delay=187, md5=f94e3d6dfe98d94953dade47bac076d8
Unknown Frame: size=8831, net_delay=178, decode_delay=3, encode_delay=7, total_delay=188, md5=967fee265a864dc459a52703b7b6fb4e
Unknown Frame: size=9635, net_delay=179, decode_delay=1, encode_delay=7, total_delay=187, md5=2457192fa5a5dc3156a9868b60cec999
Unknown Frame: size=13474, net_delay=178, decode_delay=2, encode_delay=7, total_delay=187, md5=b3aa6409728ec8f8763df6d8b87214c6
Unknown Frame: size=11996, net_delay=176, decode_delay=2, encode_delay=8, total_delay=186, md5=159dc2809d9fca51b8535ea5b3fd98f4
Unknown Frame: size=13819, net_delay=173, decode_delay=2, encode_delay=11, total_delay=186, md5=300209b84aaf7c7f9b4d65b4aa832218
Unknown Frame: size=43503, net_delay=173, decode_delay=4, encode_delay=11, total_delay=188, md5=44f0c8992326aaf2f788410ecc593646
Unknown Frame: size=19050, net_delay=175, decode_delay=3, encode_delay=10, total_delay=188, md5=0698100cb4fdd5bdf0305d027715f8f0
Unknown Frame: size=9544, net_delay=177, decode_delay=2, encode_delay=7, total_delay=186, md5=9d250b5a30e1f6453f0c0d61723042ad
Unknown Frame: size=2665, net_delay=177, decode_delay=2, encode_delay=6, total_delay=185, md5=bd075d8140935ea9f989ef4f91fbeaf0
Unknown Frame: size=8656, net_delay=176, decode_delay=2, encode_delay=8, total_delay=186, md5=bd932ed3ba2bc3db9a09c499c25b5e76
Unknown Frame: size=10848, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=7c41f79716ad50fdfe22a37a2aacc371
Unknown Frame: size=13210, net_delay=175, decode_delay=2, encode_delay=8, total_delay=185, md5=c7bd0c255c9bb268bd3af126bf888cc0
Unknown Frame: size=8731, net_delay=176, decode_delay=1, encode_delay=7, total_delay=184, md5=c030c9b81bc3404ebe5a00b89495e038
Unknown Frame: size=10792, net_delay=175, decode_delay=2, encode_delay=8, total_delay=185, md5=3ca8fb217a3ebb7a3b017f12a3ed1120
Unknown Frame: size=12423, net_delay=174, decode_delay=2, encode_delay=8, total_delay=184, md5=cd717a1a85777d4888fe52038a78d6b6
Unknown Frame: size=9900, net_delay=174, decode_delay=2, encode_delay=8, total_delay=184, md5=8c9720653f8b0a002914389dc3295181
Unknown Frame: size=2612, net_delay=175, decode_delay=2, encode_delay=7, total_delay=184, md5=c1175979d9166b8c8d2aabaafe460cb3
Unknown Frame: size=9864, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=1af2d743fc8ac266991e42f8261c495a
Unknown Frame: size=13522, net_delay=175, decode_delay=2, encode_delay=8, total_delay=185, md5=eaf74975e9743675761c061c15ece41a
Unknown Frame: size=59531, net_delay=172, decode_delay=5, encode_delay=11, total_delay=188, md5=1989d06556db2eb63eed761bfe5ef81c
Unknown Frame: size=703, net_delay=176, decode_delay=1, encode_delay=6, total_delay=183, md5=33dc8ae7f50c6d74585c8cfbcef998fb
Unknown Frame: size=9764, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=5ccc2c05e8597e09334f4487d7c79361
Unknown Frame: size=8554, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=e51bc7a6cfe20b441f269493fd4beb28
Unknown Frame: size=2057, net_delay=178, decode_delay=1, encode_delay=6, total_delay=185, md5=d86b1d6cdaa416e7f4a95a4a772106e1
Unknown Frame: size=9761, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=12f24f93059bafad7737119620149172
Unknown Frame: size=14176, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=1fca883898b505e38449dcaa8b823a6a
Unknown Frame: size=13960, net_delay=175, decode_delay=2, encode_delay=8, total_delay=185, md5=e8ddaa4915850a32073263ee605e08fc
Unknown Frame: size=12194, net_delay=175, decode_delay=2, encode_delay=7, total_delay=184, md5=d9b8ef5bbbb5752c5087b9e7a35f6bfb
Unknown Frame: size=10107, net_delay=175, decode_delay=2, encode_delay=7, total_delay=184, md5=b420c962ea6d5c7bc4e59a6e4de8507b
Unknown Frame: size=13911, net_delay=174, decode_delay=3, encode_delay=7, total_delay=184, md5=3d82ef81a4fc2edad425228899a55ccc
Unknown Frame: size=10643, net_delay=176, decode_delay=1, encode_delay=7, total_delay=184, md5=9d4d3bea3795ef9e9975df06790b6b16
Unknown Frame: size=9915, net_delay=176, decode_delay=2, encode_delay=7, total_delay=185, md5=ebe296e913b8a7cf4df4ff7d7717d2b5
Unknown Frame: size=13462, net_delay=175, decode_delay=4, encode_delay=7, total_delay=186, md5=b090fecb64a6b2a662db7c9b976764e6
Unknown Frame: size=11947, net_delay=164, decode_delay=2, encode_delay=17, total_delay=183, md5=a016fc05c649bdbca69972346bfb6c59
Unknown Frame: size=12605, net_delay=174, decode_delay=2, encode_delay=8, total_delay=184, md5=e5d3fc4fffa8091e7f45b3e24ab0812d
Unknown Frame: size=9734, net_delay=175, decode_delay=1, encode_delay=7, total_delay=183, md5=8c4fb4d17f0b48afbcad8c79eb3336b8
Unknown Frame: size=13681, net_delay=173, decode_delay=4, encode_delay=8, total_delay=185, md5=4dda47fe9dd0419ed35a554374194439
Unknown Frame: size=12072, net_delay=173, decode_delay=2, encode_delay=7, total_delay=182, md5=d3f346d46be4fbf834932bc05c06a41f
Unknown Frame: size=8310, net_delay=172, decode_delay=2, encode_delay=8, total_delay=182, md5=268184ce1922f5f56520c64bd2b1e095
Unknown Frame: size=12205, net_delay=174, decode_delay=2, encode_delay=7, total_delay=183, md5=ca9982e1ed54585f3aed28b8f0ce93be
Unknown Frame: size=12520, net_delay=173, decode_delay=2, encode_delay=7, total_delay=182, md5=c10f1e05a47e06c55d5ac825a881ff41
Unknown Frame: size=11356, net_delay=173, decode_delay=2, encode_delay=8, total_delay=183, md5=406e746d3df8aeacfd7502263c7a5ad0
Unknown Frame: size=12282, net_delay=173, decode_delay=3, encode_delay=7, total_delay=183, md5=88ff8cd44733ab07c1d0de18663bffd5
Unknown Frame: size=13779, net_delay=173, decode_delay=2, encode_delay=8, total_delay=183, md5=0c081ff9cd6c5a83decd2bf5f7a80a21
Unknown Frame: size=10425, net_delay=171, decode_delay=2, encode_delay=8, total_delay=181, md5=e3287328cd0f864d415a0ca731b2718c
Unknown Frame: size=12076, net_delay=172, decode_delay=2, encode_delay=8, total_delay=182, md5=f04b5097c0d48fb6a77930199d5c7a64
Unknown Frame: size=14147, net_delay=173, decode_delay=2, encode_delay=7, total_delay=182, md5=ba8189c58c77ce3573dce9803034d512
Unknown Frame: size=10280, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=84946593f9f6ce36e6e09a1c98a26f98
Unknown Frame: size=10531, net_delay=172, decode_delay=1, encode_delay=8, total_delay=181, md5=53b3b1bb38acfe04959dfa602e037e84
Unknown Frame: size=12297, net_delay=170, decode_delay=2, encode_delay=8, total_delay=180, md5=71dd063a8a890cc2c2ccf3937defccac
Unknown Frame: size=14322, net_delay=170, decode_delay=2, encode_delay=8, total_delay=180, md5=e3357629c5cd8f49675a67dc7b677a80
Unknown Frame: size=12435, net_delay=170, decode_delay=2, encode_delay=7, total_delay=179, md5=ff8c90f743a093c68bc453431ad1741d
Unknown Frame: size=2619, net_delay=171, decode_delay=1, encode_delay=7, total_delay=179, md5=ae0871c5259e15329e0508638dc6e655
Unknown Frame: size=11023, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=f89ca45cc0e7453cfde73e46fc86cd3f
Unknown Frame: size=14589, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=9725aa401e947fc90db0d4427e2e9611
Unknown Frame: size=56921, net_delay=169, decode_delay=4, encode_delay=11, total_delay=184, md5=d32ce948f069e638e2bbe29fc517f6f9
Unknown Frame: size=10228, net_delay=172, decode_delay=2, encode_delay=6, total_delay=180, md5=82a152ee0b3efb36c605f66068147b71
Unknown Frame: size=1855, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=6f79cee8add12ca84170b86f8dcdfb01
Unknown Frame: size=10488, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=acb9529a98763a85eb84177f177a795a
Unknown Frame: size=10512, net_delay=173, decode_delay=2, encode_delay=7, total_delay=182, md5=abba71f8e3ebcbd6e4a84a40df3ded23
Unknown Frame: size=10972, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=13163ee3749f285e95e8d74cf64a0f6e
Unknown Frame: size=14855, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=949c5853e12b7e2225a296505b5efeca
Unknown Frame: size=10894, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=b338321bd075106c01462455c2499bff
Unknown Frame: size=9892, net_delay=169, decode_delay=2, encode_delay=10, total_delay=181, md5=8bc36f4935eb68051a2810cf20ab9f69
Unknown Frame: size=11707, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=adff83fa488c52f08d43c4e8a1e75b24
Unknown Frame: size=11929, net_delay=170, decode_delay=2, encode_delay=8, total_delay=180, md5=9df21e65abb66b352d298cf8ac3a0b02
Unknown Frame: size=15765, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=6cb70bcf7d435500c437077777900b39
Unknown Frame: size=10544, net_delay=172, decode_delay=2, encode_delay=7, total_delay=181, md5=f310943c01aa9b7df5c473b8de6f641e
Unknown Frame: size=13455, net_delay=171, decode_delay=3, encode_delay=7, total_delay=181, md5=856a34795fafb6206929e569ddff851b
Unknown Frame: size=10643, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=29910b2e5ce6dda7f76611662a67058d
Unknown Frame: size=12113, net_delay=171, decode_delay=2, encode_delay=7, total_delay=180, md5=e67e6d6adb0a6889aa997c9358b9de0a
Unknown Frame: size=7273, net_delay=171, decode_delay=1, encode_delay=7, total_delay=179, md5=acd5ea20f4e4172d33ca75b3e91f45bb
Unknown Frame: size=11288, net_delay=170, decode_delay=2, encode_delay=7, total_delay=179, md5=139124ca7533f28551db81f75c3b9b3f
Unknown Frame: size=13922, net_delay=168, decode_delay=2, encode_delay=8, total_delay=178, md5=ec8e908be300d66b842c4387d48993ac
Unknown Frame: size=11863, net_delay=169, decode_delay=2, encode_delay=8, total_delay=179, md5=487b1a885eee2aa65028e52499066fcf
Unknown Frame: size=8778, net_delay=168, decode_delay=2, encode_delay=8, total_delay=178, md5=1eb7637a02bb7f4adbf1b2535c371a4d
Unknown Frame: size=182347, net_delay=348, decode_delay=11, encode_delay=17, total_delay=376, md5=840c9301be13721a441e698e8f1e4df4
Unknown Frame: size=170583, net_delay=632, decode_delay=10, encode_delay=17, total_delay=659, md5=9e2ef9de3c51927e0b4af90b227792e9
Unknown Frame: size=1832, net_delay=619, decode_delay=2, encode_delay=6, total_delay=627, md5=5017a8b85a93dd7832dc22b09eb54f23
Unknown Frame: size=56149, net_delay=674, decode_delay=5, encode_delay=13, total_delay=692, md5=e7535e5a6ae2ae51e9309b29e53d74f6
Unknown Frame: size=48877, net_delay=731, decode_delay=5, encode_delay=12, total_delay=748, md5=2b86b6174a1a5d4a18efb3fc66455f89
Unknown Frame: size=64675, net_delay=712, decode_delay=6, encode_delay=14, total_delay=732, md5=22c27c268f43e2b075c73c8ac66ec2da
Unknown Frame: size=8054, net_delay=662, decode_delay=2, encode_delay=9, total_delay=673, md5=ae3bf9af49ef76c20491ff5119ee1d00
Unknown Frame: size=5270, net_delay=534, decode_delay=2, encode_delay=8, total_delay=544, md5=e735d11cfb1901272a1492a24bbfc026
Unknown Frame: size=13005, net_delay=185, decode_delay=2, encode_delay=11, total_delay=198, md5=d17891265c3646a1ab2d87e48efc2683
Unknown Frame: size=7108, net_delay=187, decode_delay=2, encode_delay=8, total_delay=197, md5=dce1556fdc476d42b973aefb0002f3bc
Unknown Frame: size=6742, net_delay=187, decode_delay=2, encode_delay=8, total_delay=197, md5=d353c340a6ab1d1473194c4f98659ae0
Unknown Frame: size=4434, net_delay=189, decode_delay=1, encode_delay=8, total_delay=198, md5=c8a36e6aa2ca6af7323efdd173fd4809
Unknown Frame: size=5321, net_delay=188, decode_delay=2, encode_delay=7, total_delay=197, md5=597a0e522488c8e6b1e83cd65c4f4478
Unknown Frame: size=14530, net_delay=186, decode_delay=3, encode_delay=10, total_delay=199, md5=ff5aef18abc1d1f0e04dcdbb28280110
Unknown Frame: size=13934, net_delay=185, decode_delay=2, encode_delay=10, total_delay=197, md5=70a6ed6b57be3a23ded5e68878b091f2
Unknown Frame: size=9544, net_delay=188, decode_delay=2, encode_delay=8, total_delay=198, md5=d0f1c37d2a767fc710886150049fbb00
Unknown Frame: size=21285, net_delay=185, decode_delay=3, encode_delay=10, total_delay=198, md5=50aa0423b4712c1a9cbb6365791bcfa5
Unknown Frame: size=11154, net_delay=186, decode_delay=2, encode_delay=9, total_delay=197, md5=da0b6837b03391250c4d44e0849fb6c1
Unknown Frame: size=11293, net_delay=188, decode_delay=2, encode_delay=7, total_delay=197, md5=de181f49e28ee26923d46e07f8f83745
Unknown Frame: size=23477, net_delay=184, decode_delay=3, encode_delay=10, total_delay=197, md5=567f455b03b4edb333d9b548647988f8
Unknown Frame: size=16458, net_delay=184, decode_delay=2, encode_delay=10, total_delay=196, md5=90ecb0afbf61599f741b7c542c7632a8
Unknown Frame: size=9217, net_delay=185, decode_delay=2, encode_delay=9, total_delay=196, md5=5771ac87911661e3ab9dad1b70ec0473
Unknown Frame: size=10173, net_delay=186, decode_delay=2, encode_delay=7, total_delay=195, md5=94043486392a62cf8aab48b4ec2fa800
Unknown Frame: size=7667, net_delay=185, decode_delay=2, encode_delay=8, total_delay=195, md5=bf89368d3c3dca83861e658fbac40b7d
Unknown Frame: size=7046, net_delay=187, decode_delay=2, encode_delay=6, total_delay=195, md5=dff6cdf82092962d7cb39418ee9f15e1
Unknown Frame: size=8135, net_delay=184, decode_delay=2, encode_delay=9, total_delay=195, md5=c72460d61e0b99a11e19b83b08094ef1
