Frame not received: Unknown Frame: size=6876, net_delay=None, decode_delay=None, encode_delay=22, total_delay=None, md5=54d4c9e5b31026fe7057e4f8ed95db38
Unknown Frame: size=10500, net_delay=103, decode_delay=1, encode_delay=9, total_delay=113, md5=47dbb08de56ffb1dc5156796447db6b2
Unknown Frame: size=9679, net_delay=100, decode_delay=2, encode_delay=10, total_delay=112, md5=3f0d7fbcd594fd5efe23c96ffd69a8b8
Unknown Frame: size=11513, net_delay=102, decode_delay=2, encode_delay=9, total_delay=113, md5=94bb0c165460c8583810028ed5197cf9
Unknown Frame: size=9115, net_delay=102, decode_delay=2, encode_delay=8, total_delay=112, md5=d145c19951b3ae5829fe356f3019780c
Unknown Frame: size=12182, net_delay=101, decode_delay=2, encode_delay=10, total_delay=113, md5=3c8b5535da10401632eb3a36ff607ad6
Unknown Frame: size=11067, net_delay=102, decode_delay=2, encode_delay=9, total_delay=113, md5=a7b76202127b48311477a2fcf9f1f6b6
Unknown Frame: size=10037, net_delay=102, decode_delay=1, encode_delay=9, total_delay=112, md5=77843d81999ae91362623ebb5884f74d
Unknown Frame: size=11417, net_delay=101, decode_delay=2, encode_delay=9, total_delay=112, md5=c06fb4fb21305498aad6ba293e85629e
Unknown Frame: size=7950, net_delay=102, decode_delay=2, encode_delay=8, total_delay=112, md5=3d25de3515f18f46970c952bd092f890
Unknown Frame: size=11394, net_delay=103, decode_delay=2, encode_delay=8, total_delay=113, md5=17b2b1cde2d10a4758444a691060e491
Unknown Frame: size=8287, net_delay=103, decode_delay=1, encode_delay=8, total_delay=112, md5=abbfd7eb43f8f329ef96dd3cc240d826
Unknown Frame: size=10610, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=841a4616f99cbd8075c0529c439929e6
Unknown Frame: size=12866, net_delay=101, decode_delay=2, encode_delay=9, total_delay=112, md5=8b43f9a4515d4dcdfaaf100fe9f7186f
Unknown Frame: size=8649, net_delay=102, decode_delay=1, encode_delay=9, total_delay=112, md5=694787d90b7ac57e2349007a52a66346
Unknown Frame: size=8801, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=11a3dd26693b1218604a90ca6b054ffd
Unknown Frame: size=8459, net_delay=102, decode_delay=2, encode_delay=8, total_delay=112, md5=15227f984c5fe932e8c142fa21590d44
Unknown Frame: size=10960, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=172f0009906328043eab2dd2bf45ea83
Unknown Frame: size=9359, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=dd31cddf2bb55e2df00897d8fbd1adc7
Unknown Frame: size=10556, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=cdabc814a612f898a325808284354c08
Unknown Frame: size=7768, net_delay=99, decode_delay=2, encode_delay=9, total_delay=110, md5=9c858e7e09c5767540b45bfbd28d16f1
Unknown Frame: size=11968, net_delay=100, decode_delay=2, encode_delay=9, total_delay=111, md5=f6e33c6d1b0ecff9682a5553c9d3c6b5
Unknown Frame: size=10117, net_delay=100, decode_delay=1, encode_delay=9, total_delay=110, md5=2ee6579d9be7bd081da413b623cc3025
Unknown Frame: size=9125, net_delay=101, decode_delay=2, encode_delay=8, total_delay=111, md5=b7c89b1c84fd74c9dbc5d5acccbbc02c
Unknown Frame: size=11419, net_delay=99, decode_delay=2, encode_delay=10, total_delay=111, md5=8a82434e1fb1f5ff9ea903d493b59905
Unknown Frame: size=8958, net_delay=102, decode_delay=1, encode_delay=8, total_delay=111, md5=ac72eea921455d53b9efe4bca2fc82ed
Unknown Frame: size=10163, net_delay=99, decode_delay=2, encode_delay=10, total_delay=111, md5=6114165fdd06eb488f8586e226a185f6
Unknown Frame: size=9905, net_delay=100, decode_delay=2, encode_delay=8, total_delay=110, md5=8119fe32c18a9baf556120c0971be96a
Unknown Frame: size=9707, net_delay=100, decode_delay=2, encode_delay=8, total_delay=110, md5=6791fd0139851e4f446585ab04cdf217
Unknown Frame: size=8830, net_delay=99, decode_delay=1, encode_delay=9, total_delay=109, md5=0a32300ddb001cb2827197ba5849d694
Unknown Frame: size=8780, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=946fb642b8379a92ee8bc6ac1ae218ee
Unknown Frame: size=11402, net_delay=99, decode_delay=2, encode_delay=9, total_delay=110, md5=8b7f77414ded30f6aa415f62e9270300
Unknown Frame: size=8136, net_delay=99, decode_delay=2, encode_delay=8, total_delay=109, md5=d415f9a8a2f700420177da3ede4e0fea
Unknown Frame: size=9025, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=1cd9925ec3d0fb70d7accd8f47e23489
Unknown Frame: size=9480, net_delay=98, decode_delay=1, encode_delay=9, total_delay=108, md5=7ca1499ffc1f8620829d9da4c753733b
Unknown Frame: size=8529, net_delay=98, decode_delay=2, encode_delay=10, total_delay=110, md5=a6e8dc20c9217567fa98bf4bfcbb0b55
Unknown Frame: size=10520, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=ad308bf5feb7bf650890727c4825222c
Unknown Frame: size=8207, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=8fe365e9e3a0c52be0a94428abb4cfde
Unknown Frame: size=10545, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=70f608653c3a8508d2b08023c339e136
Unknown Frame: size=11421, net_delay=96, decode_delay=2, encode_delay=10, total_delay=108, md5=24391f4c290bfa2cfb1b47d3e653b1d1
Unknown Frame: size=9089, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=cb4d5e91c0e124f52abebd0309d3abbe
Unknown Frame: size=7621, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=5ea53a7955c93113f2f9c08c2e579db7
Unknown Frame: size=9705, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=2d9a1e2570eb1306ead57777f134565c
Unknown Frame: size=10725, net_delay=98, decode_delay=2, encode_delay=9, total_delay=109, md5=c791a8c495cda96179012bdecee2c442
Unknown Frame: size=10199, net_delay=97, decode_delay=1, encode_delay=9, total_delay=107, md5=3abfd9f1e854060ecf5d034c0ee7e0cb
Unknown Frame: size=7960, net_delay=99, decode_delay=1, encode_delay=9, total_delay=109, md5=583a66ede546422e18c10bdae5b379dc
Unknown Frame: size=10466, net_delay=96, decode_delay=2, encode_delay=9, total_delay=107, md5=25ec29bfdf63cfa3018a9be57cd77e0c
Unknown Frame: size=11127, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=55cb7f1f1dbbd8179b01cab8ccfcc1c9
Unknown Frame: size=10308, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=c0ca45a9279669a994d82f70ddace0ea
Unknown Frame: size=10206, net_delay=95, decode_delay=2, encode_delay=10, total_delay=107, md5=62d64ac4b805cd96a75157a4e9689047
Unknown Frame: size=5564, net_delay=96, decode_delay=2, encode_delay=9, total_delay=107, md5=be9d16480962078985e4ed0a4dfc079a
Unknown Frame: size=11123, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=69f9475d16127fc9eb0a3820946484cc
Unknown Frame: size=12497, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=99c1ca57b2d76647d80963c41a7a1c5d
Unknown Frame: size=11186, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=79a47ce28cd45e3d7bba9a95ca15d6ac
Unknown Frame: size=10030, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=552a143aa8879c9d7d17f83718beaf45
Unknown Frame: size=6451, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=fe467a4785ceb08189e190fc098c0b00
Unknown Frame: size=12133, net_delay=98, decode_delay=2, encode_delay=8, total_delay=108, md5=831ec376fe9dc25e52cf46b1ce1736e0
Unknown Frame: size=11443, net_delay=95, decode_delay=2, encode_delay=10, total_delay=107, md5=7587c7d24367acab25710aa93638fbc7
Unknown Frame: size=10961, net_delay=95, decode_delay=2, encode_delay=10, total_delay=107, md5=f0ee41ddd02b8e362896e054579adf37
Unknown Frame: size=12180, net_delay=94, decode_delay=2, encode_delay=11, total_delay=107, md5=ae8b523eddea1fe31d294cfb50f6d098
Unknown Frame: size=10575, net_delay=93, decode_delay=2, encode_delay=11, total_delay=106, md5=60a3b47386a45882da1acd40928f7797
Unknown Frame: size=11498, net_delay=94, decode_delay=2, encode_delay=10, total_delay=106, md5=8a4297eb18ca8264b34b517e472c50f2
Unknown Frame: size=11701, net_delay=94, decode_delay=2, encode_delay=11, total_delay=107, md5=fafc220e0052ba5f6aec8b8ffccf258a
Unknown Frame: size=11819, net_delay=95, decode_delay=2, encode_delay=10, total_delay=107, md5=515725a6458026e3d7c3fe8fc68bfab9
Unknown Frame: size=10754, net_delay=94, decode_delay=2, encode_delay=10, total_delay=106, md5=40b3bfcd6beda0f817801e297d9b4c70
Unknown Frame: size=11119, net_delay=92, decode_delay=2, encode_delay=11, total_delay=105, md5=d2e921ea3b3fe75df35f124c2c49c76d
Unknown Frame: size=11014, net_delay=91, decode_delay=2, encode_delay=12, total_delay=105, md5=95d10c17c579d6a731412c6b69fb34f9
Unknown Frame: size=9954, net_delay=93, decode_delay=2, encode_delay=10, total_delay=105, md5=8b8de57391ffd870294e1ed587e2c0aa
Unknown Frame: size=11459, net_delay=93, decode_delay=2, encode_delay=10, total_delay=105, md5=0fb1d90e2d0fa2588b4379b7db8bab23
Unknown Frame: size=8671, net_delay=93, decode_delay=2, encode_delay=10, total_delay=105, md5=c072cdd61a4819e4b7870717ba1a42e9
Unknown Frame: size=11234, net_delay=93, decode_delay=2, encode_delay=10, total_delay=105, md5=2365bd0541f56cffba040d558c89e8a0
Unknown Frame: size=10513, net_delay=92, decode_delay=2, encode_delay=10, total_delay=104, md5=bf877ede88cb6bd00238394a60c6b6b7
Unknown Frame: size=7893, net_delay=92, decode_delay=1, encode_delay=10, total_delay=103, md5=73bdd25ca19b6081e20ab03759501fe9
Unknown Frame: size=9901, net_delay=92, decode_delay=2, encode_delay=11, total_delay=105, md5=3db02e2392600b4bb45c348e8d4a6a8d
Unknown Frame: size=7724, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=14327fc677bce2aa4a072db2f7797b82
Unknown Frame: size=8861, net_delay=94, decode_delay=2, encode_delay=9, total_delay=105, md5=d3deb58f45a21cc846822bd89d2b0213
Unknown Frame: size=8174, net_delay=95, decode_delay=2, encode_delay=8, total_delay=105, md5=15cd6e14f2178a8746554ef512891505
Unknown Frame: size=6259, net_delay=95, decode_delay=1, encode_delay=9, total_delay=105, md5=ca2921a202c0f00f8383df9fa9d8d113
Unknown Frame: size=6667, net_delay=96, decode_delay=1, encode_delay=8, total_delay=105, md5=ae453c4802c728789dc531206ea5bde3
Unknown Frame: size=8311, net_delay=93, decode_delay=2, encode_delay=11, total_delay=106, md5=e2f2d7a74e37e03bb3bd4cc772d2256b
Unknown Frame: size=7433, net_delay=94, decode_delay=1, encode_delay=11, total_delay=106, md5=ecb855e704263976c485788f543192df
Unknown Frame: size=12268, net_delay=91, decode_delay=2, encode_delay=11, total_delay=104, md5=0aa942d5b06cd5bfa4630d7291518e9b
Unknown Frame: size=6217, net_delay=92, decode_delay=2, encode_delay=10, total_delay=104, md5=c728edc5d662b532a2dc88bcc5322cea
Unknown Frame: size=10044, net_delay=92, decode_delay=1, encode_delay=11, total_delay=104, md5=90ab60bdc68d8d744908902e76910441
Unknown Frame: size=8639, net_delay=93, decode_delay=1, encode_delay=10, total_delay=104, md5=e76e1cddbdfa31bffc07d6e6dcd9581c
Unknown Frame: size=11228, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=4ada37cd764774bdc77d6d0f334ab7bd
Unknown Frame: size=10717, net_delay=94, decode_delay=2, encode_delay=9, total_delay=105, md5=f8a39589306886db8e11637a3e7e6a1b
Unknown Frame: size=8092, net_delay=94, decode_delay=1, encode_delay=8, total_delay=103, md5=35b4fd7d63f8038976a525426f06f4ac
Unknown Frame: size=10171, net_delay=92, decode_delay=2, encode_delay=10, total_delay=104, md5=5d366c6f73511546bdaa882cf3877d5a
Unknown Frame: size=11221, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=6c040b4f127b20ee81e9caf09b047c7b
Unknown Frame: size=8668, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=aaf44b1e46f78dae343b08987490397f
Unknown Frame: size=8969, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=1e1c9b430e61ef7fa43d7c342f981ec6
Unknown Frame: size=10325, net_delay=91, decode_delay=2, encode_delay=10, total_delay=103, md5=4124cd2d153f24caac970c71ec034e41
Unknown Frame: size=9412, net_delay=91, decode_delay=2, encode_delay=10, total_delay=103, md5=66bab272f4b2ee34ab2272a28cfe3c72
Unknown Frame: size=9983, net_delay=91, decode_delay=2, encode_delay=10, total_delay=103, md5=911e9b98b68c065837263e6133bfa876
Unknown Frame: size=8838, net_delay=91, decode_delay=1, encode_delay=10, total_delay=102, md5=a43574ad774c46a3ebae732e084bb26b
Unknown Frame: size=6584, net_delay=92, decode_delay=1, encode_delay=10, total_delay=103, md5=cb92ecff10ed4730b99174a9c8e2b24f
Unknown Frame: size=5617, net_delay=92, decode_delay=2, encode_delay=9, total_delay=103, md5=15905f4d973fe695b2ed66f8649f5376
Unknown Frame: size=6941, net_delay=93, decode_delay=1, encode_delay=9, total_delay=103, md5=5da3e543f11a00d23d6ee001bd13e72f
Unknown Frame: size=13014, net_delay=92, decode_delay=2, encode_delay=10, total_delay=104, md5=2607466bc1e488cf99a2402a77621986
Unknown Frame: size=10923, net_delay=93, decode_delay=2, encode_delay=9, total_delay=104, md5=399bce1e0b0418e7bf6615cf7aad896f
Unknown Frame: size=6819, net_delay=95, decode_delay=1, encode_delay=8, total_delay=104, md5=5ef8bcd21c6c54bffeecc29367d0b20e
Unknown Frame: size=6418, net_delay=94, decode_delay=2, encode_delay=8, total_delay=104, md5=a95fed2feefbe91ba54082313ea5600a
Unknown Frame: size=9790, net_delay=91, decode_delay=3, encode_delay=10, total_delay=104, md5=291455bde47b447f10989b31437d2a91
Unknown Frame: size=12270, net_delay=90, decode_delay=2, encode_delay=11, total_delay=103, md5=289a841ad64520647a1a4b801804245e
Unknown Frame: size=9752, net_delay=90, decode_delay=2, encode_delay=12, total_delay=104, md5=a96b0e95f6d2b4ec426a73a4a955a6d9
Unknown Frame: size=7780, net_delay=92, decode_delay=2, encode_delay=10, total_delay=104, md5=7b6c3e92529cd2fe29c19c6096e742a0
Unknown Frame: size=11020, net_delay=90, decode_delay=2, encode_delay=11, total_delay=103, md5=7822cb2c05f2b5404cf0729b9eddacef
Unknown Frame: size=4620, net_delay=91, decode_delay=2, encode_delay=11, total_delay=104, md5=1843f4c485d698e13d888c8fa2a88c48
Unknown Frame: size=13194, net_delay=91, decode_delay=3, encode_delay=11, total_delay=105, md5=7e2f11d011d33f73f2c8ae3c18fdada0
Unknown Frame: size=12287, net_delay=91, decode_delay=2, encode_delay=11, total_delay=104, md5=098a0780f945cff0764bb6273a3bda9c
Unknown Frame: size=9428, net_delay=89, decode_delay=2, encode_delay=11, total_delay=102, md5=bf46757b28736b1a1b21f459bb3e45b4
Unknown Frame: size=9378, net_delay=88, decode_delay=2, encode_delay=12, total_delay=102, md5=3e59133b7952d41d1528fbfd27d3f07a
Unknown Frame: size=11453, net_delay=89, decode_delay=2, encode_delay=11, total_delay=102, md5=9917b115f071a3b2d43dc8297396071c
Unknown Frame: size=10734, net_delay=91, decode_delay=2, encode_delay=9, total_delay=102, md5=fb4f39813e3202df248457b294c2cb36
Unknown Frame: size=6951, net_delay=92, decode_delay=1, encode_delay=8, total_delay=101, md5=6844e7a297f6b8cbefb5ea85e3bc574b
Unknown Frame: size=10489, net_delay=91, decode_delay=2, encode_delay=9, total_delay=102, md5=c9fb3671d963738efe62f01994b32de8
Unknown Frame: size=11089, net_delay=93, decode_delay=2, encode_delay=8, total_delay=103, md5=a01969163948aec237b6c26ee085f1eb
Unknown Frame: size=11529, net_delay=90, decode_delay=2, encode_delay=9, total_delay=101, md5=640f0408df695ee2d92f766a232e5202
Unknown Frame: size=4745, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=a96e62238a2b4772993db8dd27fbfb72
Unknown Frame: size=12518, net_delay=90, decode_delay=2, encode_delay=10, total_delay=102, md5=6fcf6e7c1fb809ed6929c02d9d16b334
Unknown Frame: size=7257, net_delay=88, decode_delay=2, encode_delay=10, total_delay=100, md5=7374f614f64542d4a35f98da44012cf5
Unknown Frame: size=10448, net_delay=87, decode_delay=2, encode_delay=11, total_delay=100, md5=5b723cf69c1fd41d102db823961285c9
Unknown Frame: size=5500, net_delay=90, decode_delay=2, encode_delay=9, total_delay=101, md5=05c98be64bdebfabfa989b5b207b13e4
Unknown Frame: size=9563, net_delay=89, decode_delay=2, encode_delay=10, total_delay=101, md5=2e4785f393328715c40489251d9d9dbb
Unknown Frame: size=11841, net_delay=89, decode_delay=2, encode_delay=10, total_delay=101, md5=9f596bbddcc5fca76685d7b0f7dbe4de
Unknown Frame: size=9886, net_delay=88, decode_delay=2, encode_delay=11, total_delay=101, md5=22db05cf5bc8e52ba8c885ccf530c4ee
Unknown Frame: size=11998, net_delay=89, decode_delay=2, encode_delay=10, total_delay=101, md5=5d5e9a3b5d1b596e15470fc21e375715
Unknown Frame: size=11450, net_delay=87, decode_delay=2, encode_delay=11, total_delay=100, md5=8ada413d124960a8519bac4261b69268
Unknown Frame: size=6103, net_delay=90, decode_delay=2, encode_delay=9, total_delay=101, md5=c9d1898a0f85dfdc683e7958164bcbc1
Unknown Frame: size=7375, net_delay=90, decode_delay=2, encode_delay=9, total_delay=101, md5=e00cd35f5891d160bdb8df7e414b9135
Unknown Frame: size=8521, net_delay=90, decode_delay=2, encode_delay=8, total_delay=100, md5=230a82f5bd7beadc6ec461d257eec0f5
Unknown Frame: size=12528, net_delay=90, decode_delay=1, encode_delay=9, total_delay=100, md5=eba4a240e55be8ced2425f273b8a7a8f
Unknown Frame: size=11101, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=db6da955a032b0f30b550564488efe05
Unknown Frame: size=7048, net_delay=90, decode_delay=1, encode_delay=8, total_delay=99, md5=5d644cfd0e898c9fb00b5e283c640581
Unknown Frame: size=11454, net_delay=90, decode_delay=2, encode_delay=8, total_delay=100, md5=fbbbd667467ac588ff99c524c73569f2
Unknown Frame: size=7277, net_delay=89, decode_delay=2, encode_delay=8, total_delay=99, md5=3d822e9f80df8bdf4885ef5305507488
Unknown Frame: size=9834, net_delay=88, decode_delay=2, encode_delay=9, total_delay=99, md5=4ab3ede3b4fdce6fea879fe68f6cafee
Unknown Frame: size=6326, net_delay=85, decode_delay=2, encode_delay=12, total_delay=99, md5=622c227915ec9336900bee8494b047f1
Unknown Frame: size=9430, net_delay=88, decode_delay=2, encode_delay=10, total_delay=100, md5=322f8f2867006bcfa7527466db9a42a1
Unknown Frame: size=10370, net_delay=87, decode_delay=2, encode_delay=10, total_delay=99, md5=bc82f3bdcc1463d0f1a3ccff0bfea706
Unknown Frame: size=9109, net_delay=87, decode_delay=2, encode_delay=10, total_delay=99, md5=cb023d6e090880a59f8cf5134126055e
Unknown Frame: size=6569, net_delay=87, decode_delay=2, encode_delay=10, total_delay=99, md5=1dfe5a973ec097d6c433f16fa0b01f3a
Unknown Frame: size=9975, net_delay=86, decode_delay=2, encode_delay=11, total_delay=99, md5=46fd5aaacfe225036f2e3755e284572b
Unknown Frame: size=9737, net_delay=85, decode_delay=2, encode_delay=11, total_delay=98, md5=4b8c5a4fddbe9cc9e7fe767471edd5fc
Unknown Frame: size=7174, net_delay=86, decode_delay=2, encode_delay=11, total_delay=99, md5=b270764af64cbcc93d4964bd8bdf7ba0
Unknown Frame: size=11929, net_delay=86, decode_delay=2, encode_delay=11, total_delay=99, md5=313f8145a077fe81d860fa92e62faa3d
Unknown Frame: size=5724, net_delay=89, decode_delay=1, encode_delay=9, total_delay=99, md5=d91ebca80d86bb6cb2ddb8f3879d7746
Unknown Frame: size=19741, net_delay=87, decode_delay=2, encode_delay=11, total_delay=100, md5=57b622f74b7326898bf64f3ee218e6ad
Unknown Frame: size=12631, net_delay=86, decode_delay=1, encode_delay=9, total_delay=96, md5=555ba5e49dac65a598af9ce69a1fc44e
Unknown Frame: size=18393, net_delay=86, decode_delay=2, encode_delay=9, total_delay=97, md5=a76acac387ff1bb9cfcf0d54e7fe2653
Unknown Frame: size=17270, net_delay=85, decode_delay=2, encode_delay=10, total_delay=97, md5=63a0fa17ec2a45491ee93f6aac6d4543
Unknown Frame: size=16929, net_delay=85, decode_delay=3, encode_delay=9, total_delay=97, md5=dcdc6c35f02c5d7d2b85feb60b0d9e0a
Unknown Frame: size=11822, net_delay=86, decode_delay=2, encode_delay=9, total_delay=97, md5=ae67032c2a99d7d5481bbae3c2d337c1
Unknown Frame: size=8784, net_delay=84, decode_delay=2, encode_delay=10, total_delay=96, md5=b9e66fcf9a9960cb26dd99fd802375f5
Unknown Frame: size=16629, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=6bbc49d92ca84bc10108b879aff31c18
Unknown Frame: size=11664, net_delay=84, decode_delay=2, encode_delay=11, total_delay=97, md5=69f05245adf43e45b45222cc5b54597a
Unknown Frame: size=8868, net_delay=84, decode_delay=2, encode_delay=11, total_delay=97, md5=5ecfc076f70c2bef01ad059f9c0fc297
Unknown Frame: size=14822, net_delay=84, decode_delay=3, encode_delay=10, total_delay=97, md5=57984b0afe10cce0296af59bbaad1d0f
Unknown Frame: size=16790, net_delay=82, decode_delay=3, encode_delay=11, total_delay=96, md5=4bee478ddc7127bc95ca657711b2cd7d
Unknown Frame: size=9023, net_delay=82, decode_delay=2, encode_delay=10, total_delay=94, md5=3056d854975361448ab3306d581a2b1f
Unknown Frame: size=10024, net_delay=82, decode_delay=2, encode_delay=10, total_delay=94, md5=9b9a1db5880bba21d8d7e104b7683523
Unknown Frame: size=11329, net_delay=81, decode_delay=2, encode_delay=11, total_delay=94, md5=8500efb97c51cc38b71484f327a61bc0
Unknown Frame: size=17281, net_delay=80, decode_delay=2, encode_delay=12, total_delay=94, md5=6beacbddd7772ec0b5abc9def807d8d0
Unknown Frame: size=20387, net_delay=82, decode_delay=2, encode_delay=10, total_delay=94, md5=6c2a5ac0d1c524ae15ed15b3f4ab71a4
Unknown Frame: size=17864, net_delay=82, decode_delay=3, encode_delay=10, total_delay=95, md5=811865cf95a828509eca237dd42aa5ea
Unknown Frame: size=17209, net_delay=83, decode_delay=2, encode_delay=8, total_delay=93, md5=ebcb21e5842090176d6b3eba50d5189b
Unknown Frame: size=17930, net_delay=84, decode_delay=2, encode_delay=8, total_delay=94, md5=a4bc4ad6509628b85ac578198b2fa918
Unknown Frame: size=16959, net_delay=80, decode_delay=2, encode_delay=10, total_delay=92, md5=f12310599bf7f29e2e032fd289ad6c88
Unknown Frame: size=17560, net_delay=81, decode_delay=3, encode_delay=9, total_delay=93, md5=d701c2a8755869a4a5c790adffae06c8
Unknown Frame: size=16731, net_delay=81, decode_delay=2, encode_delay=9, total_delay=92, md5=be438238e33c7649aa25a8bc64b43366
Unknown Frame: size=17681, net_delay=74, decode_delay=2, encode_delay=15, total_delay=91, md5=5e08aa3bb627a7824da6e0484f36afd5
Unknown Frame: size=17301, net_delay=79, decode_delay=3, encode_delay=10, total_delay=92, md5=97368eec1ff94f3d1ec84989c67c42e9
Unknown Frame: size=16490, net_delay=79, decode_delay=2, encode_delay=10, total_delay=91, md5=66ae5c7764be9ce621624c7a8432c233
Unknown Frame: size=17400, net_delay=79, decode_delay=2, encode_delay=9, total_delay=90, md5=cd5b264428bca263ea91480b66779bb7
Unknown Frame: size=18015, net_delay=77, decode_delay=2, encode_delay=10, total_delay=89, md5=c5242640d5955dad89e77e2146328a85
Unknown Frame: size=15321, net_delay=77, decode_delay=3, encode_delay=10, total_delay=90, md5=b134b5f0eade028f20d8b6d5c483d16f
Unknown Frame: size=16872, net_delay=77, decode_delay=2, encode_delay=11, total_delay=90, md5=e0607612d1cd1634e42c873d6c148f0c
Unknown Frame: size=13144, net_delay=78, decode_delay=2, encode_delay=9, total_delay=89, md5=ddac09df4cc704b77e8373c16080f668
Unknown Frame: size=17552, net_delay=75, decode_delay=2, encode_delay=11, total_delay=88, md5=abf9757d3ac35fa4c7478ced170b89c0
Unknown Frame: size=17306, net_delay=75, decode_delay=2, encode_delay=11, total_delay=88, md5=21496eeac2fb0cd5e27bd2e8d7b96b3f
Unknown Frame: size=16377, net_delay=75, decode_delay=3, encode_delay=11, total_delay=89, md5=be0d25469a1d2e1b990b6d729f8931e8
Unknown Frame: size=13274, net_delay=76, decode_delay=2, encode_delay=10, total_delay=88, md5=37471e53510701cda9708d69afcc01a6
Unknown Frame: size=17518, net_delay=77, decode_delay=2, encode_delay=9, total_delay=88, md5=466f36ee8687ee54c7ee0a35e07a5561
Unknown Frame: size=17083, net_delay=75, decode_delay=2, encode_delay=11, total_delay=88, md5=c03d5aed2cc46d52132ce5776a3b6e3f
Unknown Frame: size=15570, net_delay=74, decode_delay=2, encode_delay=11, total_delay=87, md5=7e858b6b888e74021f951790055e863b
Unknown Frame: size=11340, net_delay=75, decode_delay=1, encode_delay=10, total_delay=86, md5=82dd684f48fb4ecf5bf3f47ea3d70836
Unknown Frame: size=15302, net_delay=73, decode_delay=2, encode_delay=11, total_delay=86, md5=096b13ee2975d366f578ee4b2438d51c
Unknown Frame: size=18986, net_delay=74, decode_delay=2, encode_delay=10, total_delay=86, md5=65ad913237edc58b15ae406bfcb48203
Unknown Frame: size=13276, net_delay=75, decode_delay=2, encode_delay=9, total_delay=86, md5=d32fbeeeacc0195a8faf47a8112b6a28
Unknown Frame: size=19280, net_delay=75, decode_delay=2, encode_delay=10, total_delay=87, md5=f6a6f4da9b9318dadb9ae8fa2bf5f1d0
Unknown Frame: size=15272, net_delay=72, decode_delay=2, encode_delay=11, total_delay=85, md5=75a0111aef93a5a2c447b875b07bd6e1
Unknown Frame: size=14734, net_delay=72, decode_delay=2, encode_delay=11, total_delay=85, md5=2c71b043c6420420c117a172fbca1821
Unknown Frame: size=12504, net_delay=74, decode_delay=2, encode_delay=9, total_delay=85, md5=cde2e8c33a169fa23fa86ad7c28dea7b
Unknown Frame: size=11150, net_delay=73, decode_delay=2, encode_delay=10, total_delay=85, md5=7d56291a1586db7b1e4dab8813051682
Unknown Frame: size=9812, net_delay=73, decode_delay=2, encode_delay=10, total_delay=85, md5=e364bf74bebe3f2dbb683143cf1d0292
Unknown Frame: size=14259, net_delay=73, decode_delay=2, encode_delay=10, total_delay=85, md5=f429daee6bdba372708ffaa29022b55f
Unknown Frame: size=15423, net_delay=72, decode_delay=2, encode_delay=11, total_delay=85, md5=a5ecbd38827c12e562e7aaffe9e3aca3
Unknown Frame: size=11250, net_delay=74, decode_delay=2, encode_delay=9, total_delay=85, md5=ef3f2a90c949ba3fdd98a5af84b68763
Unknown Frame: size=16567, net_delay=73, decode_delay=3, encode_delay=10, total_delay=86, md5=f082d9b5cbe14450e99567b55e72d132
Unknown Frame: size=17749, net_delay=74, decode_delay=2, encode_delay=9, total_delay=85, md5=a6a032578b58daf15c09951aebc437f9
Unknown Frame: size=17498, net_delay=72, decode_delay=2, encode_delay=11, total_delay=85, md5=c6341828bbfd0cf9f51e124a8e832292
Unknown Frame: size=15902, net_delay=72, decode_delay=2, encode_delay=10, total_delay=84, md5=739695fbc6214d960aababf04401bf5d
Unknown Frame: size=14483, net_delay=72, decode_delay=1, encode_delay=11, total_delay=84, md5=b70f0fcbf11ec56101259061e68274cb
Unknown Frame: size=14481, net_delay=71, decode_delay=2, encode_delay=11, total_delay=84, md5=654dfd0e987f0fcb5a81f6cf7519f62a
