Frame not received: Unknown Frame: size=1216, net_delay=None, decode_delay=None, encode_delay=31, total_delay=None, md5=993abbc10d44c5d4f3de68feb71fd377
Unknown Frame: size=9387, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=29b20e02605fb880125f44c897642041
Unknown Frame: size=11489, net_delay=58, decode_delay=3, encode_delay=11, total_delay=72, md5=7bdb4d7f1ed5e3aeeda3d99dc234dac2
Unknown Frame: size=8521, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=d7b4d4b9613f0787929918afddf46252
Unknown Frame: size=6355, net_delay=59, decode_delay=1, encode_delay=10, total_delay=70, md5=d293501f9126a2b57e6a3eb6071a1609
Unknown Frame: size=8388, net_delay=60, decode_delay=2, encode_delay=10, total_delay=72, md5=6e46e2cab694325db1266b6c1854f2ee
Unknown Frame: size=9349, net_delay=58, decode_delay=2, encode_delay=11, total_delay=71, md5=711453ee7ce627859445c130a3bc9446
Unknown Frame: size=10948, net_delay=57, decode_delay=3, encode_delay=12, total_delay=72, md5=90b8cb85f1b793783a2b17eaea1df27c
Unknown Frame: size=6997, net_delay=59, decode_delay=2, encode_delay=10, total_delay=71, md5=01c19c610c01f3b93dff041464d581ce
Unknown Frame: size=13466, net_delay=59, decode_delay=3, encode_delay=10, total_delay=72, md5=b4efd18663cf0c21ddd66c357e67eedd
Unknown Frame: size=9471, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=75cf29fc9c5a5d5fe4e1261c73cd92db
Unknown Frame: size=7976, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=1c18993aa06235618cffc24e8897c663
Unknown Frame: size=11121, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=de7069f89bf8d95503b068588466a060
Unknown Frame: size=11863, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=82b33a1ae0a252eaba35cbe4a7abd7e8
Unknown Frame: size=13272, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=3097720fc108123f9234b5cfc81a3aa3
Unknown Frame: size=10411, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=0444f7fda123e34c66f048d726f50226
Unknown Frame: size=10747, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=c8694014a26c0b1e26d359136ae9feae
Unknown Frame: size=10765, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=85d9d27655bf770bec0f7da79d254d8a
Unknown Frame: size=7612, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=baa22b6554cbc705d3046da63bfef23a
Unknown Frame: size=14015, net_delay=55, decode_delay=3, encode_delay=12, total_delay=70, md5=21fb358b8c7f66d7262df65575240f36
Unknown Frame: size=13264, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=bca5efb0cad7009c1841fa55c688bffd
Unknown Frame: size=12749, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=65ade0c79c5cc16b0e75a3ff771fdfaa
Unknown Frame: size=8832, net_delay=58, decode_delay=2, encode_delay=9, total_delay=69, md5=031a2a54ffbaf97035b7226531ae926f
Unknown Frame: size=10376, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=70e01912c0f8e82feb2a7fb59801cb3b
Unknown Frame: size=13111, net_delay=57, decode_delay=3, encode_delay=10, total_delay=70, md5=0c616dd1b8f2f4b20c55c6dae93e0cad
Unknown Frame: size=8343, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=30bd688832b8f3536bda5ffe06779715
Unknown Frame: size=11107, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=2a234d034cfbdd2f74893db97036dc5b
Unknown Frame: size=10746, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=ba2805f5631531e2daa08ad53dbe84d1
Unknown Frame: size=6153, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=a76189cb559ea289e17edc1c7a096743
Unknown Frame: size=12611, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=b5e769fa4da2e23ffabddc11713a1a50
Unknown Frame: size=11037, net_delay=59, decode_delay=2, encode_delay=9, total_delay=70, md5=8f630d3a2b84fa9f0d897baf449fc557
Unknown Frame: size=12192, net_delay=57, decode_delay=3, encode_delay=10, total_delay=70, md5=1c2b4b7c0225dda02f1c69f079774520
Unknown Frame: size=11221, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=d96182c16a146df7fd797afb0a59f2a4
Unknown Frame: size=11822, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=6591626d46a1922243726bd3377984db
Unknown Frame: size=9329, net_delay=57, decode_delay=3, encode_delay=10, total_delay=70, md5=665429f5ca739f7fbdbfcb7e5dbb173a
Unknown Frame: size=12369, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=d0148b0158372be5dd1611d145eb25e7
Unknown Frame: size=8383, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=f2b66973e135e9da61e4b0d30a705a64
Unknown Frame: size=11309, net_delay=57, decode_delay=3, encode_delay=11, total_delay=71, md5=0d047f71b3bff05bebca7c9e75ae88eb
Unknown Frame: size=11554, net_delay=55, decode_delay=2, encode_delay=12, total_delay=69, md5=9851d353c5f10e341422b2e68903e03d
Unknown Frame: size=12186, net_delay=58, decode_delay=2, encode_delay=10, total_delay=70, md5=f2df0b6afdb178900664c55b64e1e587
Unknown Frame: size=8719, net_delay=58, decode_delay=2, encode_delay=9, total_delay=69, md5=7028cb42ab194034cda881c563bd8c98
Unknown Frame: size=6328, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=580a945eb828e84e8fe0e0749828ab15
Unknown Frame: size=11276, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=3f42c274233eb67b4844c98db0a3e58b
Unknown Frame: size=12868, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=805ee8b5e053264162f90088c2507d61
Unknown Frame: size=9985, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=ed6b956c8640832c52cb50ff4b80b607
Unknown Frame: size=8977, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=2aae564b210f51785e137fd186d951b0
Unknown Frame: size=6104, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=e33056f7ad779b8ce7c0c68a26cce49c
Unknown Frame: size=11795, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=007a872f709fa0069334927a436c74d9
Unknown Frame: size=11656, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=b8d76394aa11aae2d39ce7146aead982
Unknown Frame: size=7768, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=36298dbb45aa1c735c593dc240bc87fb
Unknown Frame: size=11329, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=bc28bf4f9cdcc64b4b4f7488e14dc2cf
Unknown Frame: size=6182, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=541c07dc394d1fda4cd8cf4f44fc73b1
Unknown Frame: size=9520, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=0d1251964858cea5a1702b0dbd308461
Unknown Frame: size=9361, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=c5976a3bbd413ed97eba30f393460109
Unknown Frame: size=10205, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=2070d3015113445fa855b59415b2dd85
Unknown Frame: size=9606, net_delay=55, decode_delay=2, encode_delay=12, total_delay=69, md5=0e4451ab5f1e132e4256a8b40191ef63
Unknown Frame: size=8694, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=7a2a90e510cf4ebe85589e75e3f6f254
Unknown Frame: size=10098, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=e61cb11433b4535ea0cc813320eaec01
Unknown Frame: size=6549, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=1f6cbc5b7fee2821236facde423d5b05
Unknown Frame: size=9952, net_delay=55, decode_delay=3, encode_delay=12, total_delay=70, md5=1cb499af4922a90a8e5b2ed5da5708ff
Unknown Frame: size=11830, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=7fc2b4997e0b16d9ac1e37b1ca8a5660
Unknown Frame: size=8894, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=a4eae01258b522a758d06d16c9a12908
Unknown Frame: size=11221, net_delay=56, decode_delay=3, encode_delay=11, total_delay=70, md5=eb8829f2761510fee71d0bacc5756d02
Unknown Frame: size=11079, net_delay=55, decode_delay=2, encode_delay=12, total_delay=69, md5=03602764a5a8cd7353d0ae6c62b8dbec
Unknown Frame: size=10051, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=631999ce29580bc7924deedb04d07d27
Unknown Frame: size=10868, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=fae02cff680ed18461c726ec8b63eb5e
Unknown Frame: size=7862, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=b2c7b9cb5f4b497336c86c94b9e31bd4
Unknown Frame: size=9594, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=46660a08fbfef8f7950f568f75ccdc2d
Unknown Frame: size=6361, net_delay=55, decode_delay=1, encode_delay=11, total_delay=67, md5=2618ca4932e655eabb3c0a4c71e0abcc
Unknown Frame: size=10176, net_delay=56, decode_delay=2, encode_delay=12, total_delay=70, md5=9d37964365b19bc6281d0a765e9af472
Unknown Frame: size=4869, net_delay=57, decode_delay=1, encode_delay=11, total_delay=69, md5=2871324d869de3b6f40f19ecfe5c4764
Unknown Frame: size=7363, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=b87fcec3ef44f018f7b971b13c5fbb02
Unknown Frame: size=6838, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=4b911a1130010c571082116455848ed1
Unknown Frame: size=10617, net_delay=55, decode_delay=2, encode_delay=12, total_delay=69, md5=0f142ae4a7169024406c725d0ba6f4bd
Unknown Frame: size=13976, net_delay=58, decode_delay=3, encode_delay=9, total_delay=70, md5=6f795a188960f18ba42e580692fac2e7
Unknown Frame: size=12001, net_delay=59, decode_delay=2, encode_delay=8, total_delay=69, md5=7b05a5dee7f15c79a8b3e255e03f09d6
Unknown Frame: size=12412, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=9ab90c4fdf8392098f548ff4b1a4d509
Unknown Frame: size=12368, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=35e35a40131115f75200c02c8bb509d0
Unknown Frame: size=11137, net_delay=56, decode_delay=3, encode_delay=10, total_delay=69, md5=46edc827b989e0596efdaf7a50edfbda
Unknown Frame: size=11840, net_delay=57, decode_delay=2, encode_delay=9, total_delay=68, md5=21584415da9197711f9a4eb50900cd02
Unknown Frame: size=11973, net_delay=56, decode_delay=3, encode_delay=10, total_delay=69, md5=435eeaf715574c3442714ceceedb22ab
Unknown Frame: size=12050, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=c47866a131f613fcc59fcadc5c0244e6
Unknown Frame: size=11681, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=c253bf70254db60e06b71ea728562f9e
Unknown Frame: size=5336, net_delay=57, decode_delay=2, encode_delay=9, total_delay=68, md5=f35b95d5e89270ddf9e5bc01b4b3aa27
Unknown Frame: size=11758, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=098994337c551dd48fd01209b9d4a93f
Unknown Frame: size=11305, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=e71a512e2aa853a56ef5d29f94086d12
Unknown Frame: size=11329, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=50134d29232101764a4d306004d9fe33
Unknown Frame: size=10704, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=d0d8c03742bd7091c4dad850497c2970
Unknown Frame: size=11395, net_delay=54, decode_delay=3, encode_delay=11, total_delay=68, md5=b522128af9e44d9c4a2ebf46c4e5aab7
Unknown Frame: size=9281, net_delay=55, decode_delay=3, encode_delay=10, total_delay=68, md5=d5472904ae2d63eebe31cacfb0b5f054
Unknown Frame: size=10915, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=f3d636f8f16fd1c86dec1ff98bd7fede
Unknown Frame: size=6943, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=52444cccbdda09afd3f3d0d5ae15a657
Unknown Frame: size=11010, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=dac5c3740f2b886be703c2ff44c078f8
Unknown Frame: size=10925, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=fc12d51dd16d561cee4d3154769362c0
Unknown Frame: size=9480, net_delay=54, decode_delay=3, encode_delay=11, total_delay=68, md5=073973509b7573253b051869ee18894a
Unknown Frame: size=6241, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=42bd9be7f25972412131d96a29634279
Unknown Frame: size=6547, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=f67b107940214f67b3fdacbb7c44fb0e
Unknown Frame: size=10311, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=052f3df77b2c87a27c8b29739b58d24f
Unknown Frame: size=8802, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=9cb2d610148213ff59434530d2972704
Unknown Frame: size=10155, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=3181be7c1c694761e51f1ee7e563019e
Unknown Frame: size=7272, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=a3c6429fb3767250d2f48bd2df9e5209
Unknown Frame: size=12382, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=35ad6d51c0d7d3b763b874095cad0353
Unknown Frame: size=12019, net_delay=53, decode_delay=3, encode_delay=13, total_delay=69, md5=e4a241f279eb98bb218e5398dd62c587
Unknown Frame: size=8817, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=534d96db3806cded7d30abb6d9592431
Unknown Frame: size=7129, net_delay=57, decode_delay=2, encode_delay=10, total_delay=69, md5=985264444685bea77cbc6b22e73038d2
Unknown Frame: size=8895, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=c96f45efa03bd448a16f516050fecac5
Unknown Frame: size=9577, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=1bb2abcd749203f74f138b4698b58592
Unknown Frame: size=8964, net_delay=52, decode_delay=2, encode_delay=14, total_delay=68, md5=85ed8eed2a3c1315c6f7b0499a83c678
Unknown Frame: size=10268, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=105e5ae606bd1caa1c54a302147236d7
Unknown Frame: size=9775, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=f8a0db2382992c9cbf142dd3d02a858e
Unknown Frame: size=11345, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=75f8929f4550065830d0f52a1abcba74
Unknown Frame: size=10698, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=34a7d12bd8ab180285a4b62cf1bf7179
Unknown Frame: size=8623, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=2b0fbb479806bbf25feef84f91834fe1
Unknown Frame: size=10082, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=6147c7af995d612fba8ad5a9dc0b1f22
Unknown Frame: size=9596, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=52a1d719ad4a9fd1cb926f708d51e5e0
Unknown Frame: size=6463, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=0798fcaabacaab806525d57910c4b563
Unknown Frame: size=5801, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=4791b8099b1a54709527782f8cf4c800
Unknown Frame: size=10210, net_delay=53, decode_delay=3, encode_delay=13, total_delay=69, md5=822751d4eba0bf2cd3e0eca14ad63459
Unknown Frame: size=7606, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=f769612276e9e572e8bb32f93c8ca93e
Unknown Frame: size=9565, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=0c75b58b8e2062491437301624a6ff2a
Unknown Frame: size=7470, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=755a444842ad843679945e6b199ca85f
Unknown Frame: size=10258, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=54b8ea767edc8c15dc881a0f92ec5945
Unknown Frame: size=6533, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=704c13c3c166c830ce85fe2562e9359b
Unknown Frame: size=9825, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=688dfc6c69bfb85d15a3b16963dd0a94
Unknown Frame: size=8012, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=fb3790f2c82fe408dd021ae054f7675a
Unknown Frame: size=9201, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=aa2a8b1cf62b6e9819eab7b2a1c29055
Unknown Frame: size=10434, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=de96691a81ea46e0f6f6ec1e27322032
Unknown Frame: size=11014, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=65632079adc9e95dbb8b54b0d318b996
Unknown Frame: size=10003, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=641a995e5f25c3b9e71266f698def0c5
Unknown Frame: size=12273, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=0a440e6e832d22a38cecd3298ae532dc
Unknown Frame: size=7237, net_delay=55, decode_delay=2, encode_delay=10, total_delay=67, md5=341423e09950c38c90c15f081ded011e
Unknown Frame: size=5714, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=720b2fea9052d0018ea4a242ab08a9f3
Unknown Frame: size=4958, net_delay=54, decode_delay=1, encode_delay=12, total_delay=67, md5=28ca8b270be4e9386ae70006a6d83d5b
Unknown Frame: size=9925, net_delay=57, decode_delay=2, encode_delay=11, total_delay=70, md5=ebb9b65b279d92c03bb6f66076adab72
Unknown Frame: size=9634, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=bdba886ef480a41d70ba0eeb2d45ecfb
Unknown Frame: size=10132, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=601ace637f73a845526de5e7e3ff8bac
Unknown Frame: size=6549, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=3b9305b0132c45d49bb648fb6bc0f40f
Unknown Frame: size=6584, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=9cbd9b21c8974d71d14bc45b87ec89aa
Unknown Frame: size=10480, net_delay=53, decode_delay=2, encode_delay=13, total_delay=68, md5=1c540d9e95a1fd09310f2d1b6b65d0ef
Unknown Frame: size=9908, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=e06466e166d43515bac9982636057f47
Unknown Frame: size=10687, net_delay=54, decode_delay=3, encode_delay=12, total_delay=69, md5=c78cbd836a527f76a5f610eff5aa55c5
Unknown Frame: size=6840, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=fcc9d9cdff38dc7a1f36bf6584bc9701
Unknown Frame: size=7965, net_delay=54, decode_delay=2, encode_delay=13, total_delay=69, md5=7cded3d494d43f55c09792f55caae19b
Unknown Frame: size=9344, net_delay=56, decode_delay=2, encode_delay=11, total_delay=69, md5=04a93cbcf78a3e566aee83a9841ecf23
Unknown Frame: size=9545, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=324301478f261c7f49bd91ad5783be2d
Unknown Frame: size=9975, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=10a9c0d2ba734355a6c73cbb715dfc1e
Unknown Frame: size=6981, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=da3a010e9f30666b7d30a749d8fe1f71
Unknown Frame: size=8777, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=840c80603ad959c86f33b58bf54968f7
Unknown Frame: size=9659, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=7757ac2fcfcc7ba99664b626b1742211
Unknown Frame: size=12465, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=f692016fa7e192e0ca00b1634ef52fbf
Unknown Frame: size=6031, net_delay=55, decode_delay=2, encode_delay=10, total_delay=67, md5=96beccd1dd42155a3a98433b656febed
Unknown Frame: size=8949, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=0c272ec54c71e7455b0a465ca2bf3a12
Unknown Frame: size=9089, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=7b4bc52fb6461d7f28a5acfc7b7e7421
Unknown Frame: size=7705, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=65dab52d6e714191838d0336eed6ae0c
Unknown Frame: size=5153, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=80ff6379155282f0fb584174f6f69db0
Unknown Frame: size=7951, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=079a43891e04ba7e2b5e5f8ec237f577
Unknown Frame: size=8412, net_delay=55, decode_delay=2, encode_delay=10, total_delay=67, md5=be1f7b5be7498d9800ede5f5e05f30a4
Unknown Frame: size=5898, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=6fd62a6bfb2df19c7646ad2b99ddc7a3
Unknown Frame: size=8059, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=b09bff5e3b485b4d6e8d7e17b81cb2fc
Unknown Frame: size=9265, net_delay=55, decode_delay=2, encode_delay=11, total_delay=68, md5=8af61b60ab2396bbfde483fd242762e3
Unknown Frame: size=10863, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=27d2cdf335bcac1b7b4b0f34e347879c
Unknown Frame: size=10080, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=6d88d749ff92a21e5a2449acc947865c
Unknown Frame: size=8090, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=acb2b99ff591e1327a9932ae9da1d407
Unknown Frame: size=8281, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=1f69d53156cd87d2d1746ec95d1d53b2
Unknown Frame: size=10779, net_delay=56, decode_delay=3, encode_delay=10, total_delay=69, md5=760ef292e3f31d4c8a67d4bea19bf65b
Unknown Frame: size=13339, net_delay=55, decode_delay=3, encode_delay=11, total_delay=69, md5=5139f7670645949c227c691247f13ef3
Unknown Frame: size=3310, net_delay=54, decode_delay=2, encode_delay=12, total_delay=68, md5=5c8c2a47a7f14a5ba1598183cf06eed3
Unknown Frame: size=8453, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=413495df15ed0f5f8a51a3559fe5acc4
Unknown Frame: size=6749, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=812794f149b7320ce9406afbb48b696b
Unknown Frame: size=10384, net_delay=52, decode_delay=2, encode_delay=13, total_delay=67, md5=eaa8df7f00b7ca567ef4343405aebedd
Unknown Frame: size=6846, net_delay=54, decode_delay=2, encode_delay=11, total_delay=67, md5=6a336c0dbe53606e18983a0e858982c4
Unknown Frame: size=10028, net_delay=52, decode_delay=2, encode_delay=13, total_delay=67, md5=39b9b4ee6236cae4b37b174bb9772828
Unknown Frame: size=5641, net_delay=52, decode_delay=1, encode_delay=13, total_delay=66, md5=9471aa3047ed7b34d68ea5cfa9b7c61f
Unknown Frame: size=13932, net_delay=56, decode_delay=3, encode_delay=10, total_delay=69, md5=3b13d31a75ec5600cd78f0e0e9ca3372
Unknown Frame: size=12523, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=859a8233ce6eb46c8da2e7f8131ef37f
Unknown Frame: size=9987, net_delay=57, decode_delay=2, encode_delay=8, total_delay=67, md5=8731c098b0bda6cf06628a699c8a5aaf
Unknown Frame: size=14197, net_delay=53, decode_delay=3, encode_delay=11, total_delay=67, md5=41ab047577cab6262cf09a8579e900a6
Unknown Frame: size=13316, net_delay=55, decode_delay=2, encode_delay=10, total_delay=67, md5=b35dcad7738dc26c4e8be54c9c1683c4
Unknown Frame: size=12738, net_delay=55, decode_delay=3, encode_delay=9, total_delay=67, md5=79f9a9845af6e15897dacd3f8e6c706b
Unknown Frame: size=13977, net_delay=53, decode_delay=2, encode_delay=12, total_delay=67, md5=c887bc5f719d7d85ccbaf0ec79722de4
Unknown Frame: size=12127, net_delay=54, decode_delay=3, encode_delay=10, total_delay=67, md5=132420e556cf9cf826f30dd0f37b12e4
Unknown Frame: size=12926, net_delay=54, decode_delay=3, encode_delay=9, total_delay=66, md5=605c564e91a68f8153001900c525d872
Unknown Frame: size=12975, net_delay=53, decode_delay=3, encode_delay=10, total_delay=66, md5=c9bc83f391c56abe2dec324f0b28bff5
Unknown Frame: size=12036, net_delay=53, decode_delay=3, encode_delay=10, total_delay=66, md5=9db673d566c1b6072eff24ec4ea62549
Unknown Frame: size=12650, net_delay=54, decode_delay=3, encode_delay=9, total_delay=66, md5=86b72a076395d4af0f7489fb85381386
Unknown Frame: size=11504, net_delay=53, decode_delay=2, encode_delay=9, total_delay=64, md5=20931a384cc5663858e870bfcbd1d9f8
Unknown Frame: size=11376, net_delay=54, decode_delay=3, encode_delay=9, total_delay=66, md5=2b4995c9dcea37304ef242c738c425b1
Unknown Frame: size=11858, net_delay=53, decode_delay=2, encode_delay=10, total_delay=65, md5=fcdfaace0e8ace36c4c1adbf3e1778b5
Unknown Frame: size=12685, net_delay=54, decode_delay=3, encode_delay=9, total_delay=66, md5=4949a709afb228a333e61c60591d0a31
Unknown Frame: size=13443, net_delay=53, decode_delay=3, encode_delay=10, total_delay=66, md5=c520b2dc0d2ab34166398a82a10da863
Unknown Frame: size=13090, net_delay=53, decode_delay=3, encode_delay=10, total_delay=66, md5=2f205d45c572f2c193ca26c69da89fbf
Unknown Frame: size=14328, net_delay=52, decode_delay=3, encode_delay=10, total_delay=65, md5=211bf2ea5e5c4354490d683005ff91dd
Unknown Frame: size=11462, net_delay=51, decode_delay=3, encode_delay=10, total_delay=64, md5=02f503d1409ff41c3f036cca497552e3
Unknown Frame: size=11489, net_delay=51, decode_delay=3, encode_delay=10, total_delay=64, md5=1f60b84087066fa9c8b56f503b1e16ff
Unknown Frame: size=12489, net_delay=51, decode_delay=3, encode_delay=10, total_delay=64, md5=65ce3e91118156ea91b8f821e67772c9
Unknown Frame: size=12133, net_delay=51, decode_delay=3, encode_delay=11, total_delay=65, md5=3b6d09fb55167c52422f213667e30803
Unknown Frame: size=11700, net_delay=51, decode_delay=5, encode_delay=10, total_delay=66, md5=6fe7e30ab289f00d944bb768d9617354
Unknown Frame: size=11697, net_delay=52, decode_delay=4, encode_delay=9, total_delay=65, md5=0ef50fe16c1ef5d79468f0587932e76c
Unknown Frame: size=12202, net_delay=51, decode_delay=3, encode_delay=10, total_delay=64, md5=7ca0ebfef3a40397716ebf864c567374
Unknown Frame: size=12581, net_delay=52, decode_delay=3, encode_delay=9, total_delay=64, md5=f0f2553a3cb9e446865253569b5b575d
Unknown Frame: size=12535, net_delay=51, decode_delay=2, encode_delay=10, total_delay=63, md5=058c9ce814a97699f3172d3e5e3a7bcb
Unknown Frame: size=11376, net_delay=51, decode_delay=3, encode_delay=10, total_delay=64, md5=29aef59b0d21b85233ee46871fb504f6
Unknown Frame: size=11496, net_delay=50, decode_delay=2, encode_delay=11, total_delay=63, md5=69faf131b33a8e0001a235161709332d
Unknown Frame: size=11374, net_delay=50, decode_delay=3, encode_delay=10, total_delay=63, md5=ef42f33884bb675c28863fe7ab2bb33b
Unknown Frame: size=9169, net_delay=52, decode_delay=2, encode_delay=9, total_delay=63, md5=335c0cf49591b6ef803dd039ad2a59c1
Unknown Frame: size=9448, net_delay=50, decode_delay=2, encode_delay=11, total_delay=63, md5=da39c8b647c9bd69a301999a60f5fefa
